,prompt,question
1826,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#8:13 on the digital clock, write the way we can read the time in words.","8:13 on the digital clock, write the way we can read the time in words."
1827,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Shelly started playing at 5:05 p.m. She played till 8: 15 p.m. How long did she play?",Shelly started playing at 5:05 p.m. She played till 8: 15 p.m. How long did she play?
1828,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A bus leaves for Rampur at 4:30 p.m. It takes 1 hr. 25 min. to reach there. At what time will it reach at Rampur?",A bus leaves for Rampur at 4:30 p.m. It takes 1 hr. 25 min. to reach there. At what time will it reach at Rampur?
1829,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Max travelled 2 hr. 45 min. by bus and 4 hr. 45 min. by train. Calculate the time he spent in travelling.",Max travelled 2 hr. 45 min. by bus and 4 hr. 45 min. by train. Calculate the time he spent in travelling.
1830,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Emma started doing her math homework at quarter past 3 in the afternoon, she finished at quarter to 4 that same afternoon. How long did it take Emma to do her math homework?","Emma started doing her math homework at quarter past 3 in the afternoon, she finished at quarter to 4 that same afternoon. How long did it take Emma to do her math homework?"
1831,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#The duration of a film show is 3 hr. 15 min. It starts at 6:30 p.m. When will it end?",The duration of a film show is 3 hr. 15 min. It starts at 6:30 p.m. When will it end?
1832,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Tim is going to Chicago. His aeroplane leaves at 11.15 am. He needs to arrive at the airport 60 minutes before the flight. It takes 15 minutes to go to the airport. He needs 30 minutes to get ready. What time should Tim start getting ready?",Tim is going to Chicago. His aeroplane leaves at 11.15 am. He needs to arrive at the airport 60 minutes before the flight. It takes 15 minutes to go to the airport. He needs 30 minutes to get ready. What time should Tim start getting ready?
1833,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Mary reached her school at 7:30 a.m. and left for home at 12:45 p.m. How long did she stay in school?",Mary reached her school at 7:30 a.m. and left for home at 12:45 p.m. How long did she stay in school?
1834,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Lisaâ€™s family went to the Chicago Historical Museum. They saw a film about the great Chicago fire of 1871. The film began at 1.15pm and ended at 1.47 pm. How long did the film last?",Lisaâ€™s family went to the Chicago Historical Museum. They saw a film about the great Chicago fire of 1871. The film began at 1.15pm and ended at 1.47 pm. How long did the film last?
1835,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Sarah went to a local football match. The match started at 3.05pm and ended at 4.40pm. How long did the match last?",Sarah went to a local football match. The match started at 3.05pm and ended at 4.40pm. How long did the match last?
1836,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#If the film began at 3.30 pm and ended at 4.02 pm, we can find the elapsed time by skip-counting by tens and counting on the ones. Skip count and jump by any amount that makes sense.","If the film began at 3.30 pm and ended at 4.02 pm, we can find the elapsed time by skip-counting by tens and counting on the ones. Skip count and jump by any amount that makes sense."
1837,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Jack left for Jaunpur at 4:30 a.m. He reached there at 11:55 a.m. How much time did he take to reach there?",Jack left for Jaunpur at 4:30 a.m. He reached there at 11:55 a.m. How much time did he take to reach there?
1838,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Sharon was to board a flight at 0845 hours. Her flight was to take 5 hours 20 minutes to reach the destination, but her flight got delayed by 50 minutes. At what time will Sharon reach her destination now if there is no further delay?","Sharon was to board a flight at 0845 hours. Her flight was to take 5 hours 20 minutes to reach the destination, but her flight got delayed by 50 minutes. At what time will Sharon reach her destination now if there is no further delay?"
1839,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Library Time: Emily spent some time reading at the library. She started reading at 10.10am and finished at 11.35am. How long did Emily read? If Emily started reading at 2.20pm and finished at 3.45pm, how can we find the elapsed time by skip-counting by tens and counting on the ones?","Library Time: Emily spent some time reading at the library. She started reading at 10.10am and finished at 11.35am. How long did Emily read? If Emily started reading at 2.20pm and finished at 3.45pm, how can we find the elapsed time by skip-counting by tens and counting on the ones?"
1840,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Adrian studies 3 hr. 45 min. He starts studying at 8:05 p.m. At what time does he finish?",Adrian studies 3 hr. 45 min. He starts studying at 8:05 p.m. At what time does he finish?
1841,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Emma began doing her homework at 3.50 pm and finished her homework at 5.12 pm. They both completed their homework in the same amount of time. What time did Tala begin doing her homework?",Emma began doing her homework at 3.50 pm and finished her homework at 5.12 pm. They both completed their homework in the same amount of time. What time did Tala begin doing her homework?
1842,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#David attended a cooking class. The class began at 11.30am and ended at 12.15pm. How long did the class last? If the class began at 1.45pm and ended at 2.30pm, how can we find the elapsed time by skip-counting by tens and counting on the ones?","David attended a cooking class. The class began at 11.30am and ended at 12.15pm. How long did the class last? If the class began at 1.45pm and ended at 2.30pm, how can we find the elapsed time by skip-counting by tens and counting on the ones?"
1843,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 3,
      Section: Time,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#The digital clock shows 00:01. How can we write this time using AM and PM?",The digital clock shows 00:01. How can we write this time using AM and PM?
